harari_latin,english,category,notes
cefiqa,crush something to change its shape,verb,
celama,be dark,verb,
ceniga-,it bothers,verb,
ceqa,stink; have a bad smell,verb,
cer,cliff; precipice; hole in the ground,noun,geography
cer asa,erode,verb phrase,
cera,remove the skin from the meat,verb,
cexal,peg,noun,tool
cexala,build,verb,
chara,scratch leaving marks,verb,
ciba,mud serving for building houses,noun,material
cif baya,ooze,verb,
cifa,honeycomb remaining after honey has been sucked out,noun,food
ciffe,marshland; swampy place,noun,geography
cifti,continuous drizzly rain,noun,weather
cig baya,twitter,verb,bird sound
cig cigig,early morning (after fajri),noun phrase,time; lit. the twitter of the bird
cigar,hair,noun,body part; cf. G. sagar
cigdir,hair,noun,body part
cilma,darkness; dark,noun,
cimaqa,squeeze; wring (clothes),verb,
cingah asa,wrestle,verb,
cingi,misery; trouble; difficulty; anxiety; distress,noun,
ciqay,egg of the louse,noun,insect
cirar,dribble,noun,from Somali
cohot,soft soot of pots,noun,
coll mo'ot,kind of basket used as decoration; kind of earring worn on top of ear,noun phrase,decoration/jewelry
colle,beads used mostly for necklace or ornaments,noun,jewelry
coma,fat meat,noun,food
con,waist,noun,body part
con aqida,fasten the belt,verb phrase,
con fataha,foot the bill; steal someone's money,verb phrase,lit. untie the belt around waist
con-be tahay,the lower part,noun phrase,lit. below the waist
coqna,bad smell,noun,
cora,swatter made of hair of tail; snare for small birds,noun,tool
coxal aa,place a peg,verb phrase,
cubuqo,who lisps,noun,speech impediment
cucul,built; style of building,noun,
cuf asa,drink up at one gulp,verb,
cug,small black ant,noun,insect
culullu,kind of bird of prey,noun,animal/bird
curara,be poured out in thin stream,verb,
da'afa,become weak,verb,from Arabic
da'if,weak,adjective,from Arabic
da'wa,legal case,noun,from Arabic
dabal,jumping,noun,
dabal asa,dance jumping rhythmically; jump around happily,verb phrase,
dabal raqata,dance jumping rhythmically,verb phrase,
dabal wareda,participate in the dancing,verb phrase,lit. go down for dancing
dabala,add; join,verb,
daban,chin; beard; beard and whiskers,noun,body part; from Cushitic
dabaqa,hide,verb,
dabat,full of patches,adjective,
dabay,female calf; heifer,noun,animal
dabba,raised ground,noun,geography
dabbal,small finger ring(s) worn above and below main finger ring,noun,jewelry; from Arabic
dabbit,stupid,adjective,
dabbo,bread made of wheat flour,noun,food
dabela,unite; connect; bring together two persons or things,verb,
dabli,meeting place; square,noun,
dac,ground; land; floor; surface,noun,from Galla
dad,love; affection; friendship,noun,from Semitic wdd
dad ahli,relatives by friendship,noun phrase,
dadu,thick mat of grass; skin used for sleeping,noun,household; from Cushitic
daf,small drum or tambourine,noun,musical instrument; from Arabic daff
dafana,block up the opening of a bottle or of a container,verb,
dafdaf baya,rummage,verb,
dag,elevated ground or phase or stage,noun,
dag mawrdd,descent,noun,lit. the descending of the dag
dagi-wi wddagi,friend,noun,
dagiin aa,review a lesson,verb,education
dagu-be,suddenly or by accident,adverb,
daiga?,mistake,noun,
daim,always,adverb,from Arabic
daim maxat,every night,adverb phrase,
daim-zom,always,adverb,
dal xana,lose in battle,verb,
dalaga,work or prepare or cultivate the land,verb,
dalaga aw,boss (lit. the proprietor of the job),noun,
dalaha,sin or err or go astray or miss the way,verb,
dalama,mistreat,verb,from Arabic
dalan,dish made of honey butter and sesame oil,noun,food
dalasa-,hurry,verb,
dalaw,hunter,noun,occupation
daliiga-,be tired,verb,
dalil,evidence,noun,from Arabic
dallagi,worker,noun,occupation
dallal,small trader or retailer or broker,noun,occupation; from Arabic
dallal aSa,practice small trade,verb,
dallapi,sinner,noun,
dam,blood,noun,body
dam mahtab,light rain coming after the arafa-feast,noun,lit. the washing of the blood
dama,brown or of dark color (man),adjective,color
damaga,become lively (as in a party),verb,
damaz,salary,noun,from blood and sweat
dambdba,vivacity or liveliness,noun,
damfa,bragging,noun,
damfa aga,brag while in anger,verb,
dami diis,honey produced by wild bees,noun,
dami dis,honey produced by wild bees,noun,food
damin,guarantor or tribal chief,noun,from Arabic
dammaqa,be beautiful or be pretty,verb,
dana,cloud,noun,cf. Tna. dammana/dabana
dandqa,be amazing or be surprising,verb,
dandqa-,be surprised or be amazed or be astonished or wonder,verb,
danga xana,be deaf,verb,
dangulle,pea,noun,food; from Cushitic
dani,light yellow or dull or not bright,adjective,color
dankay,clod of earth,noun,
dannia,secular judge,noun,from Amharic
dansi,dance,noun,from French
danta,the care for something,noun,
danta zilala,careless,adjective,lit. who has no care for anything
danta-m ala,he does not care or he does not mind,phrase,lit. he has no care
dantamale,carefree,adjective,
daqiya,goose or duck,noun,animal; from Cushitic
dar bissi,lemon,noun,fruit
dara'a,hurt unintentionally someone who is wounded or hurt morally someone who has a black spot in his life,verb,
daraga,rank,noun,from Arabic
daran,surpassing a limit,adjective,from Galla
darandaran,above everything,adverb,
daraqa,be dry,verb,
darar,harm or injury,noun,from Arabic
darar aa,harm,verb,
darara,grain boiled in water made especially for gatherings,noun,food
darasa,wandering scholar usually about thirteen or fourteen years old,noun,from Arabic
darat,large plaited basket,noun,container
darbi,stone house,noun,building
darbi gay,Harari style stone building,noun,building
darbi ingi,pieces of wood used as frame for the wall and as support of the roof,noun,building material
darga,outside of city,noun,geography
darga budi,wolf,noun,animal
darga ust,country man,noun,lit. the man of the outside of the city
darga usu,country man (lit. the man of the outside of the city),noun,
darma,young man or single (male),noun,
darma ligi,young man,noun,
darma wali,unmarried man beyond marriageable age,noun,lit. saintly young man
darma-wa wakati,young people,noun,lit. young man and young girl
darmanat,youth of a boy,noun,
darmanat-wa wakatinat,youth,noun,
darrab aSa,double,verb,
darsi,lesson,noun,education; from Arabic
das,shelter consisting of a roof only,noun,building; from Cushitic
das-be tulug,kind of sweet dish,noun phrase,lit. dipped in honey
dasfag,kind of red ant,noun,insect; lit. that which destroys the honey
dat,patch,noun,
dat aga,mend,verb,
daw,goat,noun,animal
daw arrat zdla?a,talkative,adjective,lit. who ate the tongue of the goat
daw arrat zola'a,talkative (lit. who ate the tongue of the goat),adjective,
daw qanawa,who roams about aimlessly,noun,lit. the tail of the goat
daw qandwa,who roams about aimlessly,noun,lit. the tail of the goat
dawanabi,kind of musical instrument,noun,musical instrument
dawulla,weight of one-and-a-half an,noun,measurement
dawwa,medicine or remedy or drug or purgative,noun,health; from Arabic
dawwa dukkan,drugstore,noun,building
dawwal,bell,noun,from Cushitic
dax Sa,hit on the head with a stick or stone and draw blood,verb,
day,something in common,noun,
day aSa,contribute and share together or do something in common or make something in company or put things together for common usage,verb,
day qessi,how much? (in quantity),interrogative,
dayni,debt of a big sum,noun,from Arabic
dddama,be blunt (point or edge),verb,
ddddqa,level off by pressing down or compress,verb,
ddlo,amputated,adjective,
ddma,pick,noun,tool; from Galla
ddra,storage room near the secluded womens room,noun,building
ddra saman aa,pretend to fast,verb,lit. make the fast of the storage room
ddxa,dizziness,noun,health
denges baya,become numb (foot or hand),verb,
deradara,arrange,verb,
dga,unknown verb example,verb,stress example
dibal,in addition; moreover,adverb,lit. add (imperative)
dibaya,addition; supplementary object given by merchant to buyer,noun,
dibbi,dignity; majestic appearance,noun,
dibet,ink made of local products,noun,tool
dibet gar,inkpot,noun phrase,tool; lit. container of ink
dibeta qalam,writing utensils,noun phrase,tool; lit. ink and writing reed
dibiin absiq,kind of sweet dish made with flour,noun phrase,food; lit. it soaks the chin
dibiya,addition; supplementary object given by merchant to buyer,noun,
dida,unknown noun example,noun,stress example
diddi asa,do the contrary,verb phrase,from Arabic did
didgal,male cat without owner roaming in the neighborhood and eating up everything,noun,animal; from Cushitic
didih,gum,noun,
dif,wind,noun,nature
dif aganew,he was affected by an evil spirit,verb phrase,lit. 'the wind got him'
dif agdiew,be affected by an evil spirit,verb,lit. the wind got him
dif asaba,let the air through (lit. insert the air),verb,
dif esiiba,let the air through,verb,lit. introduce the air
dig,blister,noun,body
dig xana,have blisters or become numb,verb,
diga,come,verb,
diga? attaSu,come face to face unexpectedly,verb,
diga? da,read or recite making mistakes,verb,
diga?-be,by mistake or unintentionally,adverb,
digad,humidity of the wall,noun,
digadag,wall,noun,structure; variant: giddagad
digala,bastard or illegitimate child,noun,
digala waldi,bastard or illegitimate child,noun,
digalo,kind of parasitic plant,noun,plant; from Galla
digin,bow for carding wool,noun,tool
dignina sta,warn or hint at,verb,from Somali dignin
diis,honey,noun,food
diis cifa,honeycomb remaining after the honey has been sucked out,noun,
diis mi,honeyed water,noun,lit. water of honey
diis uxat,honeycomb filled with honey,noun,food; lit. flat bread of the honey
diis-be tulug,kind of sweet dish,noun,food; lit. dipped in honey
dikka,roof,noun,building
dikka wagar,the part of the roof extending above the roof level thus forming a frame for the roof,noun,lit. the olive tree used for the roof
dil,victory,noun,
dilaga,occupation or deed or action or work,noun,
dilaga aw,boss,noun,lit. the proprietor of the job
dilaga qalil,idle,adjective,
dildila,unknown verb example,verb,stress example
dilgot,fatigue,noun,
dilhi,delict or sin,noun,
dilidala,level off,verb,
dillalnat,quality of retailer or profession of retailer,noun,
dilliq aSa,hit violently and produce sound,verb,
dimbag,fright,noun,emotion
din,stone,noun,cf. Heb. eben
din dif,whirlwind,noun,lit. wind of spirit
din lax,messenger who does not come back or deliver his message,noun,lit. messenger of stone
din-be addilaha,throw stones repeatedly at someone,verb,
dina,cloud,noun,nature
dinadin,tortoise or slow in action,noun,animal; from Somali
dinat,unknown noun example,noun,stress example
dinat abilala,embezzle the money,verb,
dinat-,one's own,adjective,with suffixed pronouns
dinay,kind of drum,noun,musical instrument; lit. river of sulphur
dindbata,be frightened or be startled,verb,
dingi,splendid or strange or wonder,adjective,variant of dongi
dinnicca,potatoes,noun,food
dinzr,kind of drum,noun,musical instrument
diqaa-be,accurately,adverb,from Arabic
dir,vagina,noun,body; from Cushitic
diraraba,pile up,verb,
dirga wdgdra,zebra,noun,animal; lit. donkey of the outside
dirgi,coercion,noun,from Cushitic
dirgi-be,compulsory or necessarily,adverb,
dirqaS,dried grass or straw or hay or dried powder of leaves of cat,noun,
dirraba,pile up or put one thing on top of another,verb,
dirre,plain,noun,geography
dirre-be,in the open or on display,adverb,
diS bya,sit down,verb,expression used by children
dis mi,honeyed water,noun,food/drink
dis qaca,remove the honey from the beehive,verb,
diS xana,be kept after school for failing to recite the lesson,verb,
dissar,kind of drum,noun,musical instrument; lit. river of honey
dissay,kind of drum,noun,musical instrument; lit. river of honey
disti,waterfall,noun,nature
dita dabat,full of patches,adjective,
diwan,tribunal,noun,from Arabic of Persian origin
diya,blood money,noun,from Arabic
diz baya,make noise (falling water),verb,onomatopoetic
dla barxi,each part of the sorghum stem between the joints,noun,plant part
dla baxvi,each part of the sorghum stem between the joints,noun,plant part
dla Sankoy,sugar cane,noun,plant
dnit,kind of red ant,noun,insect
doanki,midget or dwarf,noun,
dodo asa,lift someone by arms and legs and carry him,verb phrase,
dodo-be,by arms and legs,adverb,
dol,victory,noun,variant of dil
dol aSa,be victorious,verb,
donga,deaf,adjective,used as abuse
dongi,splendid or strange or wonder,adjective,
dongora,pick,noun,tool; from Galla
doni,small boat,noun,vehicle; from Arabic of Persian origin
doqa,small circular beads of glass,noun,from Cushitic
dor,brave,adjective,
dora,low ground between two gidab,noun,geography; from Galla
doxon,elephant,noun,animal; from Cushitic
dr,in good health; better; right side (of cloth or anything else),adjective,
dr-kut(be),very; very much,adverb,
dri,wild animal; beast; unsociable,noun,animal
dubba,pumpkin,noun,food/plant; from Arabic
dubbatita,stupid,adjective,from Galla
dubbuco,bread mixed with pepper and salt made round like ball,noun,food; from Galla
duda,dumb; mute,noun/adjective,from Cushitic; used as abuse
duddug xana,be compressed,verb,
dudum,blunt,adjective,
dufan,unknown noun example,noun,stress example
duffun,whole or a single whole,adjective,
duffun quiw,naive,adjective,lit. a whole gourd
duffun-co zal,naive,adjective,lit. who is in his fullness
dug aSa,reach the destination,verb,
dug baya,not be on speaking terms,verb,used by children
dug xana,not be on speaking terms,verb,used by children
dugdug aSa,push someone repeatedly with the fingers so as to provoke him,verb,
dugun,bent,adjective,
dukkan,shop,noun,building; from Arabic
dukkan waddlla,trader or merchant,noun,lit. the young man of the shop
dukkan wanddg,servant hired for the shop,noun,
dulalu,round,adjective,
duldula mit,basket placed on the right wall,noun,container
dulla,whip made of twisted rope or grass or cloth,noun,tool
dulla hag,opportunist,noun,lit. 'who looks at the whip'
dulla ig,opportunist,noun,lit. who looks at the whip
dulla wasfi,awl without hole in the middle serving to make holes in leather for stitching purposes,noun,tool
dumel,the young male relatives and friends of the husband in relation to the wife,noun,kinship
dumug,fist,noun,body
dumug-be mahata,give a blow with the fist,verb,
dumus,destroyed,adjective,
durballe,kind of bird,noun,animal
durga wagara,zebra,noun phrase,
durgi,shell,noun,from Arabic
duriq qahwa,coffee without any food taken with it,noun,lit. dry coffee
durra aif,hoopoe bird,noun,animal
durriq,dry,adjective,
durva iif,hoopoe bird,noun phrase,
duta aSa,run (animal) because of rage,verb,from Galla
duwa,blessing,noun,from Arabic
duwa aa,bless,verb,
duwa roga,deserve blessing or get the blessing,verb,lit. steal the blessing
duwa',blessing,noun,variant of duwa
duxuliya,income,noun,finance; from Arabic
dw amin gar dawwa,medicinal herbs,noun,lit. medicine from the family aw amin
ebi,tear,noun,Semitic root
eh,younger brother; junior,noun,family relationship
ehit,younger sister,noun,family relationship
éla-m,he does not have,verb,negative possession
élid,flower,noun,plant
élii(m),there are not,verb,negative existence plural
élu(m),there is not,verb,negative existence
éméra,order; command (v.),verb,
émiida,tell; inform,verb,
émis,harvest,noun,
enasti daw,she-goat,noun,animal
enfit,nasal mucus,noun,body product
engerti,goitre,noun,disease
ennaé,we,pronoun,
éqad aSa,appoint a chief,verb,
eqad taqat,niche opposite the door,noun phrase,
éqad-le,in front of,preposition,
eqddan éqid,face to face,adverb,
erz,cloth; garment,noun,clothing; variant
esratiina,prisoner,noun,
f'eur,mouse or rat,noun,animal
faca,look for or search or seek,verb,
faduga,grind coarsely,verb,
faga,grind,verb,
fagara,break through (sun),verb,
fagri,dawn,noun,time; from Arabic
fah aSa,boil grain in water or steal (slang),verb,
fahama,be red-hot (coal or iron),verb,
fahaqa,the cat-plant that is not put in a bundle but in a basket or bag,noun,plant
fahni,enthusiasm,noun,
fairaka,can; be able,verb,
fakah jurdi,light yellow,adjective,color
fakaha,become bright or bloom,verb,
fal,omen,noun,from Arabic
fal gar,fortune teller,noun,lit. 'house of omen'
fal gay,fortune teller,noun,lit. house of omen
fal'na,spoon,noun,utensil
fala,divination,noun,from Galla
falafila,detach a unit from the main bunch (bananas or corn) or shell or pick up grains one by one from the stock,verb,
falaha,boil,verb,intransitive
falak fatap-le,at a distance,adverb,
falama,argument or legal argument,noun,from Cushitic
falama aa,have an argument or quarrel or deny,verb,
falana,spoon,noun,utensil; from Cushitic
falannia,fortune teller,noun,
falaqa,hit the head with a stone or stick so that blood comes out or the head swells,verb,
falfal at,clavicle (lit. the suspended bone),noun,body part
falta,split wood with an axe,verb,
faluisa,praise,verb,from Galla
fangat,cutlet or bone of the hip,noun,body
faniis,lantern,noun,from Arabic of Greek origin
fant,half,noun,
faqay,song or poetry,noun,art
faqay masasa,begin a song in which the singer is joined by another,verb,
faqi,learned man in Moslem law,noun,from Arabic
faqir masasa,begin a melody in which the singer is joined by another,verb phrase,see faqir
faqiy aa,sing,verb,
far,mouse or rat,noun,animal
fara,fear or be afraid,verb,
fara aa,to plane,verb,
faraga faraga-le,in turns,adverb,
faragat,relief; state of happiness (especially after restriction),noun,from Arabic farag
farangi,European,noun,from 'Frank' = 'Ferengi'
faraqa,turn,noun,
farar,kind of earring,noun,from Galla faror
faras hangot,belt for field workers,noun phrase,clothing
farat,fear,noun,emotion
farattu,fearful,adjective,
faraz,horse,noun,Gurage faraz
faraz gar,stable,noun,lit. 'house of horse'
faraz mahawa,horse ornaments,noun,
faraz-be lefa,ride,verb phrase,lit. 'go by horse'
farazivina,horseman,noun,
fardi,moral duty; religious obligation,noun,from Arabic fard
fareta,burst (a wound of which the liquid or pus comes out),verb,
farid,bravo!,exclamation,from Arabic farid 'unique excellent matchless'
farika,can; be able,verb,auxiliary verb
faris,wise; native doctor who heals mainly dislocated bones,noun,from Arabic faris
faris mahawa,horse ornaments,noun,
farqi,distance,noun,from Arabic farq
farvada,judge,verb,
farzi,ration to which one is entitled,noun,from Arabic faraza 'prescribe'
fasli,class; classroom,noun,from Arabic fasl
fata,be satiated,verb,
fatah asa,recite chapters of prayers,verb phrase,
fatah baya,move aside,verb,from 'open loosen'
fataha,untie; untwist; unload; set free; divorce; absolve,verb,Semitic and Ethiopic fth 'open loosen'
fatan fatan-be lata,go fast,verb,
fatana,scatter small objects; comb,verb,
fatara,break the fast,verb,from Arabic fatara
fatin,fast; quick; rapid,adjective,
fatin-be,fast; soon; rapidly,adverb,
fatina,be fast; be quick; be rapid,verb,
fatit,rope; cord,noun,from root ftl 'spin'
fattal,procurer,noun,from Arabic (Yemenite) fattal
fattis asa,examine,verb,from Arabic fattasa
faxri aSa,boast,verb,
fay iraz,black dress worn by women over the ordinary dress,noun,clothing
fay isis,tail of sheep prepared for drinking as medicine,noun,food/medical
fayda,profit; advantage,noun,from Arabic faida
fayda asa,profit (verb),verb,
fayda zal-ba,profitable,adjective,lit. 'in which there is profit'
fehunquq bya,crawl on the behind,verb,
felqam aSa,chip,verb,
fi tafeqdara,sing songs,verb,
fia,flour,noun,food
fid aSa,whistle,verb,
fid fiz aSa,whistle,verb,
fida?,sacrifice,noun,from Arabic
fidum baya,forgive or pardon,verb,
fifi,mole,noun,animal
figa,flour,noun,food
figa aa,run because of rage or anger,verb,
figafaga,remove something sticky by rubbing strongly or dig the ground with paw or hand,verb,
figir qadada,sing in a loud and prolonged voice,verb,lit. cut through the song
fikak,of bright color or bloom or blossom,noun,
fila,long comb with one or two teeth,noun,tool; from Cushitic
fila aa,let the hair grow and arrange it with the comb,verb,
filtit asa,scatter small objects,verb,
fingan,jar of clay,noun,container; from Arabic of Persian origin
finka,hip,noun,body
fiq baya,move aside,verb,
fiquinéx,I don't know,phrase,
firaifira,crumble into small pieces,verb,Semitic root
firdi gar,court,noun,lit. 'the house of the judgement'
firfir baya,be in convulsions (an animal having been shot or slaughtered),verb,
firi Sa,bear fruit,verb,
firsis,fresh butter used mainly for medical purposes,noun,food/medical
fis,fart (noun),noun,Semitic Arabic fasa
fis asa,fart (verb),verb,
fisqi,corruption,noun,from Arabic fisq
fisso gimiir asa,frown,verb phrase,lit. 'wrinkle up the face'
fisso qimir aSa,frown,verb,lit. wrinkle the face up
fissow ziygatri,who gossips,noun,lit. 'who does not tie his fart'
fit,face,noun,Semitic
fit agofala,veil,verb phrase,lit. 'close the face'
fit gar,small house adjacent to the main house,noun,
fit hega,show favor; be partial,verb phrase,lit. 'look at the face'
fit kabir,assistant teacher,noun phrase,literally 'small teacher'
fit lafit,face to face,adverb,
fit-be,in front,preposition,
fitan fit,face to face,adverb,
fitli,thread,noun,
fitta,cricket,noun,perhaps Amharic fenfa 'grasshopper'
fittit asa,scatter small objects,verb,
fiz,stone of finger ring,noun,from Arabic fass of Greek origin
fiz asa,straighten out,verb,
fiz baya,be straight; be upright (physically and morally); be straightened out,verb,
fiz-be,very; very much; quite; thoroughly,adverb,probably connected with fiz 'straight'
fizaza,stare,verb,
foddeg,kind of ant,noun,insect
fohri,worm of small children,noun,metathesis for fori
folla,hump of animal,noun,animal body part
fon aragaha,tend toward something,verb,
fongeq aSa,splash water,verb,
for baya,tend toward,verb,
foraha,search everywhere; question persistently; examine thoroughly; investigate thoroughly,verb,
forak,mattress,noun,from Arabic fira'
fordi,judgement,noun,legal term
fori,seed of fruits,noun,plant
forroqe,man who lost his front teeth,noun,from Galla forge
fota,shawl,noun,from Arabic futa of Sanskrit origin
fota bay,kind of women's dress,noun phrase,clothing
foy,pelvic region; lap,noun,
fren,brake,noun,from French frein or Italian freno
fren lahada,apply the brakes,verb phrase,
frrvatte,fearful,adjective,
ftah,ceremony in which the recitation of prayers is an essential part,noun,from Arabic al-fatiha
fuddella,strap around the tail of the horse,noun,equipment
fuddi,podex or anus,noun,body; from Cushitic
fuddi fohri,worms of small children,noun,medical term; variant: fuddi forhi
fuddi forbi,worms of small children or a person who wants to know things that do not concern him,noun,
fuddi forhi,worms of small children,noun,medical term; variant: fuddi fohri
fuddil,meddlesome,adjective,from Arabic
fugil,radish,noun,food; from Arabic
fukaha hurdi,light yellow,adjective phrase,color
fula,coward,noun,from Cushitic
fulanat,cowardice,noun,
fullasa aSa,penetrate,verb,from Galla
fullug bay,meddlesome,adjective,
fuluh,boiled,adjective,
fuqra,addict to cat,noun,from Arabic
fursux,peach,noun,from Arabic firsik from Latin persicum
futira,unknown noun example,noun,stress example
futura,light meal in the morning; tasty dish sold during Ramadan,noun,from Arabic futir
ga lamad,a person assimilated to the way of life of the inhabitants of Harar,noun,
gab,cave,noun,Geez gab 'pit hole'
gaba'a,return home,verb,
gabaiti,gat or incense given to the sex or to the head of the holy shrine to ask for his blessing,noun,
gabar,inner lining of cloth,noun,
gabara,give an amount of money or cloth to the bride at the conclusion of the engagement,verb,said of the bridegroom
gabardin,kind of cloth,noun,from French gabardine
gabata,eating bowl serving for one member of the family or for the whole family,noun,Amharic gabeta 'flat dish'
gabata lahhasa,ring finger,noun,body part; lit. that which licks the table
gabata lakhasa,ring finger,noun,lit. 'that which licks the table'
gabatti,gat or incense given to the sex or to the head of the holy shrine to ask for his blessing,noun,
gabbar,vassal,noun,Semitic Arabic gabara 'force'
gabbarnat,vassalship,noun,
gabha,the first period of the ganna-season,noun,from Ar. gabha
gabita,try; attempt; test; make an effort; endeavour to do something,verb,
gabqab hay,small quantity of milk bought at the market,noun phrase,food
gabri asa,compensate,verb,from Ar. fabara 'restore'
gabti,door panel; door,noun,probably from Ethiopic root gb' 'return enter'
gabti ahar naddaba,raised seat to the left,noun,lit. 'raised seat behind the door panel'
gabti ahar taqet,niche to the left of the door,noun,lit. 'the niche behind the door panel'
gabti ahay taqat,niche to the left of the door,noun phrase,
gadab,raised ground serving to keep the water around the plantation,noun,from Galla gadab
gadab gaddala,lazy person,noun,lit. 'who kills the gadab'
gadada,lack,verb,Amharic gadada 'be necessary miss'
gadala,kill,verb,Ethiopic gdl
gadamu,kind of antelope,noun,from Cushitic Galla gaddamsu
gadd,stubborn,adjective,Amharic agadada 'refuse resist'
gaddafa,danger; misfortune,noun,from Galla gaddafa 'danger'
gaddafa asa,endanger,verb,
gaddali,generous,adjective,
gadi,rope made of leather serving to tie the cow when she is milked,noun,
gadid,fresh,adjective,from Arabic jadid 'new'
gadira,become great (physically and morally),verb,
gadu,pit; hole in the ground,noun,from root gdd 'dig make a hole'
gadu indi,log that is used to cover the granary,noun,lit. 'the wood of the granary'
gadu ingi,log used to cover the granary,noun,building material
gadura,be long; be tall,verb,
gaf,dung; excrements,noun,
gaf asa,defecate,verb,
gafa,slave,noun,
gafa cigar,hair growing in compact clusters resembling beans,noun,lit. 'hair of slave'
gafara,let go; release; loosen; send a thing,verb,
gagama,be convalescent,verb,
gagara,bake,verb,cf. Arg. gangira 'bread'
gaggabi,kind of yellow earth for roof to prevent water seeping,noun,from Ga. gaggaba
gahata,nibble the meat from the bone or the flesh of the fruit from the stone,verb,
gahgah baya,become lively (place) because of abundance of people,verb,onomatopoetic
gahla,pot made of clay serving for water,noun,from Ar. gahla
gal laj-ti,participate in the girls' association,verb,
gala abat,veranda for the upper story,noun phrase,lit. the court-yard of the upper story
gala markab,staircase,noun,lit. stairs of the upper story
gala masal,staircase,noun,
galaba,cover the basket with leather or the like; cover the rims of a gourd with leather; bind a book,verb,
galal baya,step aside,verb,
galala,cut the fingernails; cut the edges; remove the impurities from the surface,verb,
galamammu,well baked bread the bottom of which is light brown,noun,from Galla galamammu
galat,error,noun,from Ar. galat
galat asa,err,verb,
galata,gratitude,noun,from Cushitic Sidamo galata Somali Galla galata
galata qalil,ungrateful,adjective,
galatam,grateful,adjective,
gale,beloved (fem.),adjective,from Ga. fale
galgab,conversation,noun,probably connected with Somali falbeb 'conversation'
galgab asa,chat; converse,verb,
gali,piece of tin or clay serving to carry fire from the neighbor's house; notched water pot,noun,
galib,knee,noun,from Cushitic Galla gilba
galla,pagan,noun,from the ethnic group of the Galla
galla gabar,ignorant,adjective,perhaps lit. 'a Galla who is like gabar'
gallo,bent; not straight; crooked,adjective,from Cushitic: Ga. gallo Som. gallo
gallo asa,curve,verb,
galma,the tomb of the saint or the place where the spirit of the saint is admittedly supposed to be,noun,also in Galla galma
galu,hollowed place in an elevated ground,noun,from Galla galo
galzaw baya,be confused,verb,
gam asa,put the whole quantity (mainly of powdered things) at once into the mouth,verb,
gama,snuff,noun,Amh. gamali
gama bisiy ahli,blood relatives,noun,family relationship
gamala,fold,verb,
gamala gigi,young of camel,noun,
gamala hangot,rainbow; jaundice,noun,lit. 'the belt of the camel'
gamali,male organ of child,noun,also in Ga. gamali
gambari,entrance or door of the house,noun,for garbari
gambisa,hut of straw,noun,from Cushitic Galla gombisa 'thatched storage basket in open air'
gamiila hangot,rainbow,noun phrase,literally 'belt of the camel'
gamila,camel,noun,variant of gamala
gamiri,wild hen,noun,animal
gamma,mane,noun,from Cushitic Galla gamma
gan,big jar,noun,from Cushitic Galla gan
gan fitaha,foot the bill; steal someone's money,verb phrase,
gan gilbat,voracious,adjective,lit. 'who turns the jar upside down'
gana,throw; throw away,verb,Cushitic Somali gan 'throw away' Galla ganu 'abandon'
ganan,cooked dough; spoiled child,noun,from Cushitic Galla ganana
ganan asa,cook the dough,verb,
ganan qara,stick serving to stir the cooked dough,noun,
ganawa gudor,kind of bird,noun,lit. 'long of tail'
ganaza,corpse,noun,
ganda,village,noun,from Galla ganda
ganga,tendon,noun,body part
gangora,leopard,noun,see gargora
ganiin adamasa,violate the regulation,verb,
ganna,the rainy season of the year from June 22 to September 24,noun,from Galla ganna 'rainy season'
ganna huluf asa,spend the rainy season,verb phrase,
gannat,Paradise,noun,from Ar. ganna
ganun atabaga,enforce the regulations,verb phrase,
gar,house; room,noun,
gar afoca,neighbor (even if he is not a member of the afoca),noun,
gar algalaga,whitewash the house,verb,
gar araagafti,dust the walls of the house,verb,lit. remove dust from the house
gar asa,establish a family; get married,verb phrase,
gar asin,house shoe,noun,clothing
gar athadara,support a family,verb phrase,
gar athadira,support a family,verb phrase,
gar eqad,the front room,noun,
gar giza,change residence,verb phrase,
gar hawaz,household; family; a member of the household,noun,
gar mahawa,objects of the house,noun,
gar qarhe,guard,noun,lit. guard of the house
gar walda,the child born by the gar (freed female slave taken as wife by her master),noun,
gar wandaq,servant hired for house service,noun,
gar zala,master of the house,noun,lit. 'he who has a house'
gar zale,mistress of the house,noun,lit. 'she who has a house'
gara abat,house and yard,noun phrase,
garaba,non-tender leaves of qat not used for chewing,noun,from Ga. garaba; given to goats
garabac,about,preposition,pl. of garab
garabad,about,preposition,
garabat,house and yard,noun,variant of gara abat
garabe-dale,for my part; from my side,adverb,
garad,tribal chief (lower than damin),noun,from Cushitic
garada,take a portion; separate; distinguish; draw a curtain,verb,
garaibe-dale,from my part,preposition,
garat,household; family,noun,lit. 'houses'
garbari,entrance or door of the house,noun,
garbi,west,noun,from Ar. garb
gare abba,husband,noun,lit. 'the man of my house'
gare abbayyo,wife,noun phrase,lit. the lady of my house
gargab asa,reverse,verb,
gargdb baya,turn the face in half circle,verb,
gargora,leopard,noun,from Somali (Isaq) garo 'checkered streaked'
garib,stranger,noun,from Ar. garib
garib agasa,get a share,verb phrase,
gariban garib,system of division of farmland between owner and tenant,noun,
gariza,plait,verb,
gartira,fir,noun,from Ga. gattira 'juniper tree'
gasis,spy,noun,from Ar. gasus
gastan,rheumatism,noun,from Ga. gestamo
gave abba,husband,noun,lit. the man of my house
gavu aga,stretch the members of the body after sleep,verb phrase,lit. make go out the shoulder blade
